Date,Volatility
2021-12-31,1.6488285363154949
2021-12-30,1.8764424545347804
2021-12-29,2.081125835630536
2021-12-28,2.7147765675859867
2021-12-27,1.8421645929993713
2021-12-24,2.5561180956101732
2021-12-23,1.855438214170733
2021-12-22,1.7794196062895264
2021-12-21,2.1671864518029085
2021-12-20,2.6494712972800816
2021-12-17,1.657611757668037
2021-12-16,1.8659374132414004
2021-12-15,2.4719896148011524
2021-12-14,1.9689237893839142
2021-12-13,2.389799310807074
2021-12-10,2.0528667221236505
2021-12-09,2.107069541540247
2021-12-08,2.6626637501930035
2021-12-07,2.7552608884130128
2021-12-06,1.7565334403207804
2021-12-02,2.4058660240169156
2021-12-01,1.1746726358532265
2021-11-30,1.1790604977570853
2021-11-29,1.3281754458784134
2021-11-26,1.269086056594924
2021-11-25,1.171711089161473
2021-11-24,1.2827650051946309
2021-11-23,1.2357338387766088
2021-11-22,1.3095876408892606
2021-11-19,1.3965989878976204
2021-11-18,1.5137626767190737
2021-11-17,1.6425569600547008
2021-11-16,2.0017340150988496
2021-11-15,2.1230179737459522
2021-11-12,1.6486558993117655
2021-11-11,1.8364738537635938
2021-11-10,2.246977290367849
2021-11-09,1.948053287739755
2021-11-08,2.145582801589311
2021-11-05,2.51205744234695
2021-11-03,2.826015143665337
2021-11-02,4.1849074664749955
2021-11-01,1.7936205591221681
2021-10-29,2.3693666233765405
2021-10-28,1.3902119727786437
2021-10-27,1.5360652157973143
2021-10-26,1.5965043464889206
2021-10-25,1.8089979642471616
2021-10-22,2.33084694553215
2021-10-21,1.659499714077021
2021-10-20,1.9485390138435588
2021-10-18,1.9981476666772429
2021-10-15,2.2466413522128628
2021-10-14,2.6815885916229227
2021-10-13,2.3742686876344528
2021-10-12,2.109801187533597
2021-10-11,2.2138198960490487
2021-10-08,2.5414555987216585
2021-10-07,3.8457565517033734
2021-10-06,1.853408559534506
2021-10-05,1.7829226341481756
2021-10-04,2.312597793266686
2021-10-01,1.9724963236401436
2021-09-30,1.7035929119969735
2021-09-29,2.236112014650385
2021-09-28,1.645168569597527
2021-09-27,1.9434528976677148
2021-09-24,2.1004980158747992
2021-09-23,1.8914978416951103
2021-09-22,2.145264951650634
2021-09-21,3.029363114624037
2021-09-20,1.8929458843122258
2021-09-17,1.8979271167673675
2021-09-15,2.4783724369907745
2021-09-14,1.9900896128777055
2021-09-13,2.108119200953534
2021-09-10,2.8430124984088407
2021-09-09,2.264731437666706
2021-09-08,1.711263484083903
2021-09-07,2.007643818693301
2021-09-06,2.0733942359586828
2021-09-03,2.2033303581412906
2021-09-02,2.7132760369325584
2021-09-01,2.532819965954873
2021-08-30,2.518137432083073
2021-08-27,3.1438862039674476
2021-08-26,3.241488816237379
2021-08-25,3.99142674333957
2021-08-24,1.6112188433270804
2021-08-23,1.7230425737298434
2021-08-20,2.111906868560191
2021-08-19,1.891576080479574
2021-08-18,2.7944792392179787
2021-08-17,1.269163506979794
2021-08-16,1.3526617634714713
2021-08-13,1.4410049464742964
2021-08-12,1.6785008598665216
2021-08-11,1.6448038462628563
2021-08-09,1.6510657524827728
2021-08-06,1.654031338199001
2021-08-05,1.9288223282321673
2021-08-04,1.8323489468659184
2021-08-03,1.821480740066145
2021-08-02,2.6278493794881386
2021-07-30,1.3297339512500506
2021-07-29,1.393122823038381
2021-07-28,1.5395683939346925
2021-07-27,1.953165619064347
2021-07-26,1.5614992252070425
2021-07-23,1.8686417089716816
2021-07-22,1.4387565567410001
2021-07-21,1.5028436889776013
2021-07-19,1.6492300920369698
2021-07-16,1.9408416352391198
2021-07-15,1.9719718948712186
2021-07-14,2.02362967263777
2021-07-13,2.195548763964752
2021-07-12,2.3376106796088716
2021-07-09,2.6179384913925237
2021-07-08,1.4683697535534543
2021-07-07,1.5492003698460388
2021-07-06,1.6532766774285155
2021-07-05,1.7953231643410792
2021-07-02,1.991271038282047
2021-07-01,2.3929038543186145
2021-06-30,1.9312739602620903
2021-06-29,2.2953669953830063
2021-06-28,1.9148510706918502
2021-06-25,2.0881737283971895
2021-06-24,2.119661678053839
2021-06-23,2.0548940757744023
2021-06-22,2.4064112133051547
2021-06-21,2.221761874257599
2021-06-18,1.5658053943008075
2021-06-17,1.4477856083313885
2021-06-16,1.4868309266881403
2021-06-15,1.6533848062829284
2021-06-14,1.6189651257576727
2021-06-11,1.6498819360335222
2021-06-10,1.858090107589658
2021-06-09,2.007083061334076
2021-06-08,2.1066201495518784
2021-06-04,1.8762368894256773
2021-06-03,2.0316690298492293
2021-06-02,1.7528901015716465
2021-06-01,2.065942810763181
2021-05-31,1.8476050311854224
2021-05-28,2.3405856770836424
2021-05-27,1.7848158944650019
2021-05-25,1.9658810838808851
2021-05-24,2.0922911470472543
2021-05-21,1.6283559667947645
2021-05-20,1.8512569435833106
2021-05-19,1.5802892126482928
2021-05-18,1.4363316416701526
2021-05-17,1.5780283476227763
2021-05-12,1.6858876506247693
2021-05-11,1.6706754161923107
2021-05-10,1.894319118258194
2021-05-07,1.771994716793804
2021-05-06,2.1804785510739557
2021-05-05,1.783673910612085
2021-05-04,2.134756005211221
2021-05-03,1.973252918206725
2021-04-30,2.009172226328053
2021-04-28,2.611363687268908
2021-04-27,2.274652149412799
2021-04-26,1.6922802304764608
2021-04-23,2.054050184869456
2021-04-22,2.004719651406457
2021-04-21,1.7614072892725297
2021-04-20,1.8285753979198531
2021-04-19,1.6940952177721988
2021-04-16,2.008440298826587
2021-04-15,1.8371344611799398
2021-04-14,2.2079710804118933
2021-04-13,2.0362852434394516
2021-04-12,2.331560853300375
2021-04-09,2.3182937526235667
2021-04-08,3.116412410815084
2021-04-07,2.1828769847510268
2021-04-06,2.3347905007629994
2021-04-05,2.638168152113604
2021-04-02,3.085669360377228
2021-04-01,4.383870543678405
2021-03-31,1.6898891359156483
2021-03-30,1.9794594868345505
2021-03-29,1.831059042409287
2021-03-26,2.0132018444964834
2021-03-25,2.227477916875892
2021-03-24,2.8964173906694035
2021-03-23,1.818481843675401
2021-03-22,1.5604951387515662
2021-03-19,1.6755841949429324
2021-03-18,1.7894162988553766
2021-03-17,1.9729806871040958
2021-03-16,2.198619438974064
2021-03-15,2.613972537930943
2021-03-12,2.4830910278194662
2021-03-11,2.6974749605945467
2021-03-10,2.592113565102357
2021-03-09,2.5923631992437697
2021-03-08,2.922248853726921
2021-03-05,2.3252282831063793
2021-03-04,2.827684964018793
2021-03-03,2.1023186998031433
2021-03-02,2.4816623756294205
2021-03-01,2.4315923637338375
2021-02-26,3.2976618213238846
2021-02-25,2.1195511034372774
2021-02-24,2.17950389283915
2021-02-23,2.6009964598294264
2021-02-22,2.3119665683457833
2021-02-19,2.804087746083768
2021-02-18,2.002320945594268
2021-02-17,1.6810746749092467
2021-02-16,1.9216954561168795
2021-02-15,1.8216846598192717
2021-02-11,2.145151671555038
2021-02-10,2.1894705728048725
2021-02-09,1.827542220417021
2021-02-08,1.9254041203079757
2021-02-05,1.931333024398298
2021-02-04,2.1213233729653163
2021-02-03,2.5891238042240583
2021-02-02,2.529387665670147
2021-01-29,2.110266639808339
2021-01-27,2.2451595701681875
2021-01-26,2.966229033100394
2021-01-25,1.995199923677117
2021-01-22,2.2415027853529605
2021-01-21,2.308267759176763
2021-01-20,2.641823801018638
2021-01-19,3.09948563995891
2021-01-18,2.743808318173774
2021-01-15,2.8783407797561043
2021-01-14,3.735665648179276
2021-01-13,2.935614615906446
2021-01-12,3.4726671049789726
2021-01-11,4.070471658941902
2021-01-08,2.7574958167600516
2021-01-07,3.049192137099039
2021-01-06,2.7298354040405592
2021-01-05,3.531532676924755
2021-01-04,2.7702719657171095
2020-12-31,2.2932880172447234
2020-12-30,2.351552231126145
2020-12-29,2.3357709433408593
2020-12-28,2.603715099467358
2020-12-24,3.0024634946417814
2020-12-23,3.0219724746517995
2020-12-22,2.7422233757355854
2020-12-21,3.415097787299477
2020-12-18,2.7558751837440303
2020-12-17,2.9867307762733115
2020-12-16,3.334380774340433
2020-12-15,3.865981347520536
2020-12-14,4.084260323142268
2020-12-11,2.877817373619799
2020-12-10,3.2703292236332446
2020-12-09,3.265123013556469
2020-12-08,3.5273245622232627
2020-12-07,4.029673481412027
2020-12-04,5.012387116430629
2020-12-03,4.376094641469202
2020-12-02,5.893350076347202
2020-12-01,5.626746203520295
2020-11-30,2.6182579522178107
2020-11-27,3.081012625333577
2020-11-26,3.3081382356253357
2020-11-25,3.188650416472366
2020-11-24,2.5465626247791304
2020-11-23,2.9188767233635393
2020-11-20,3.4635263875327102
2020-11-19,3.6145217327382917
2020-11-18,3.814819873276234
2020-11-17,3.996342114860176
2020-11-16,4.15533497734871
2020-11-13,4.360213133146663
2020-11-12,4.2172390453242095
2020-11-11,4.87059127387682
2020-11-10,3.3357958610561544
2020-11-09,3.608021190165184
2020-11-06,4.106588426830069
2020-11-05,2.349430923689323
2020-11-04,2.5356744645002904
2020-11-03,2.662594514797054
2020-11-02,3.5052891253843064
2020-10-30,1.9050260734918074
2020-10-28,1.984654950635279
2020-10-27,2.0398449403848318
2020-10-26,2.2431800875292915
2020-10-23,2.4437875955132853
2020-10-22,2.95456139211885
2020-10-21,2.304902376562916
2020-10-20,2.600197440391013
2020-10-19,2.392656037487431
2020-10-16,2.4108356035893634
2020-10-15,2.3906517518919865
2020-10-14,2.703334284640162
2020-10-13,3.0629054169142376
2020-10-12,3.1836707641274313
2020-10-09,4.044077157658886
2020-10-08,2.8382423816631035
2020-10-07,1.790947149464801
2020-10-06,2.080531201835247
2020-10-05,1.7244929993338602
2020-10-02,1.898938321290045
2020-10-01,1.7925120010859654
2020-09-30,1.9996866576838361
2020-09-29,1.9276617795380528
2020-09-28,2.1526711475716267
2020-09-25,2.136528722670588
2020-09-24,2.3908095811670758
2020-09-23,2.3802874571586163
2020-09-22,2.5807140590070365
2020-09-21,2.7445056700837602
2020-09-18,3.2500088547332613
2020-09-17,3.1503205345329377
2020-09-15,2.504431226741463
2020-09-14,2.8896028484919833
2020-09-11,2.667860264536817
2020-09-10,3.3492988687363447
2020-09-09,2.283368255524927
2020-09-08,2.508777476966801
2020-09-07,2.8047347281813986
2020-09-04,3.590245965731078
2020-09-03,3.066516001026672
2020-09-02,2.7876891197097824
2020-09-01,3.8255124379674217
2020-08-28,1.9998951316098494
2020-08-27,2.13500478662545
2020-08-26,2.46030740967723
2020-08-25,2.183763351436307
2020-08-24,2.1309968535791834
2020-08-21,2.3416192175869406
2020-08-19,2.8440249383771605
2020-08-18,2.3821580076133615
2020-08-17,2.73460868565391
2020-08-14,3.006916927876404
2020-08-13,2.3892869706332824
2020-08-12,2.4765269470777005
2020-08-11,2.6364583717512566
2020-08-10,2.9121550441934705
2020-08-07,3.311729307278797
2020-08-06,2.8136123611536163
2020-08-05,2.977925249852049
2020-08-04,3.9917774802310624
2020-08-03,2.409971637248722
2020-07-30,2.4815543658986616
2020-07-29,3.011352907002753
2020-07-28,2.542024607722957
2020-07-27,3.045246902805022
2020-07-24,3.0164206532157225
2020-07-23,2.5098836825141926
2020-07-22,2.562284451557429
2020-07-21,2.76988664468846
2020-07-20,3.3575467184337087
2020-07-17,2.681768474632631
2020-07-16,2.7067668573350288
2020-07-15,2.5661520654211953
2020-07-14,2.8378116528018684
2020-07-13,2.6875510806816942
2020-07-10,2.797713795977298
2020-07-09,3.3120734203586792
2020-07-08,3.1798927467189717
2020-07-07,3.719183972223245
2020-07-06,3.153794660734051
2020-07-03,3.2746145981690997
2020-07-02,2.6142522011062144
2020-07-01,2.3636939840423596
2020-06-30,2.470894834465199
2020-06-29,2.574446217913117
2020-06-26,2.980942843573379
2020-06-25,2.8185010380430353
2020-06-24,3.0718141440254207
2020-06-23,3.3709133635139064
2020-06-22,3.723829282258192
2020-06-19,4.411672508473518
2020-06-18,4.182020034813494
2020-06-17,4.737701690579688
2020-06-16,5.866040651863838
2020-06-15,3.175352523560429
2020-06-12,3.474234438782369
2020-06-11,3.1780437814011524
2020-06-10,3.74872806915491
2020-06-09,3.554696703942539
2020-06-05,4.212131626431824
2020-06-04,4.369635674992944
2020-06-03,3.350809531994819
2020-06-02,3.251071255201411
2020-06-01,3.131077294137307
2020-05-29,2.855018398683871
2020-05-28,3.2307629263542914
2020-05-27,3.224155835156335
2020-05-22,3.173532619142704
2020-05-21,2.8573539523375673
2020-05-20,2.9545062090701744
2020-05-19,2.742600002587694
2020-05-18,2.885204913559121
2020-05-15,3.0407941876285425
2020-05-14,3.575984388819781
2020-05-13,3.2467576169915433
2020-05-12,3.575961694210675
2020-05-08,3.999247628752879
2020-05-06,4.1823642043310265
2020-05-05,5.022221070116118
2020-05-04,4.192379529234866
2020-04-30,2.810949923471983
2020-04-29,2.845666288349425
2020-04-28,3.1083189597200165
2020-04-27,3.542605884732927
2020-04-24,3.516657698609891
2020-04-23,3.8504498041303985
2020-04-22,4.924378138099202
2020-04-21,3.4217822069522947
2020-04-20,4.009224360322374
2020-04-17,3.3859424736077384
2020-04-16,3.9219989506267687
2020-04-15,3.9069494543628482
2020-04-14,3.704815064979565
2020-04-13,4.173017214657299
2020-04-10,4.291451796052874
2020-04-09,4.622539374674583
2020-04-08,5.441452794614853
2020-04-07,4.7143238993772085
2020-04-06,4.979278460302788
2020-04-03,5.557980968690803
2020-04-02,6.521116826115663
2020-04-01,6.360307755960253
2020-03-31,6.563821520278992
2020-03-30,7.22436367444341
2020-03-27,7.907554033521289
2020-03-26,9.362851898856054
2020-03-25,9.817915071115479
2020-03-24,10.777271922839521
2020-03-23,12.655369179677939
2020-03-20,7.303560440522664
2020-03-19,7.900756826119604
2020-03-18,8.824995846612689
2020-03-17,10.840299614926245
2020-03-16,9.983515440221687
2020-03-13,4.943415170423003
2020-03-12,4.610395466883859
2020-03-11,4.991174131142634
2020-03-10,7.330422586036779
2020-03-09,2.2735143342464297
2020-03-06,2.328823492039316
2020-03-05,2.8455720872349883
2020-03-04,3.0489283709018524
2020-03-03,3.406535807288662
2020-03-02,3.720707580676485
2020-02-28,2.874496057998285
2020-02-27,3.0811792029764167
2020-02-26,3.670612182422978
2020-02-25,5.178856939532191
2020-02-24,1.1919114544196245
2020-02-21,1.1669350232318605
2020-02-20,1.2987103982535033
2020-02-19,1.373779728658096
2020-02-18,1.6478884932352553
2020-02-17,1.5770416954846018
2020-02-14,1.6825300106003611
2020-02-13,1.9629564903480081
2020-02-12,2.001205069689292
2020-02-11,2.1808800691866685
2020-02-10,1.9002465951359517
2020-02-07,2.4839966603374815
2020-02-06,1.868097120775097
2020-02-05,2.395674596518765
2020-02-04,2.1383784550551215
2020-02-03,2.3683697675366044
2020-01-31,1.8165219097161414
2020-01-30,2.0108494180226826
2020-01-29,2.8269301149598953
2020-01-28,1.2813204143498917
2020-01-24,1.4348435859192972
2020-01-23,1.6805949739019939
2020-01-22,1.3595811249647463
2020-01-21,1.5878484288076948
2020-01-20,1.5868518037732717
2020-01-17,1.4562800190269236
2020-01-16,1.6279025391830506
2020-01-15,1.7906543093620488
2020-01-14,2.021904439685298
2020-01-13,2.1596799197962544
2020-01-10,2.5206805813239677
2020-01-09,3.2747302489116166
2020-01-08,2.520723933437855
2020-01-07,2.5775340533996216
2020-01-06,2.44097043630323
2020-01-03,2.828146563384414
2020-01-02,3.426110252958732
2019-12-31,1.424954369662295
2019-12-30,1.5726719169544499
2019-12-27,1.556302601139969
2019-12-26,1.9581272888785928
2019-12-24,1.8261382808290536
2019-12-23,2.322820541511599
2019-12-20,1.976726467418141
2019-12-19,2.806034905932745
2019-12-18,1.2772600964594125
2019-12-17,1.0092412636587869
2019-12-16,1.0810325326905272
2019-12-13,1.1119126402633386
2019-12-12,1.100820018040845
2019-12-11,1.206704666509042
2019-12-10,1.415104602231833
2019-12-09,1.4038226751330891
2019-12-06,1.484306890818084
2019-12-05,1.6918998504372222
2019-12-04,2.0683423741348452
2019-12-03,2.221846983052034
2019-12-02,2.847431588798972
2019-11-29,1.1643026588487617
2019-11-28,1.2237507024599874
2019-11-27,1.444342153543179
2019-11-26,1.3143306364370428
2019-11-25,1.2931577387728583
2019-11-22,1.5186532097830763
2019-11-21,1.1951909709238282
2019-11-20,1.20382475521396
2019-11-19,1.5350356844650204
2019-11-18,1.1813411385560688
2019-11-15,1.3920008695088584
2019-11-14,1.7727371749407521
2019-11-13,0.9761768253037697
2019-11-12,1.0575549999619378
2019-11-11,1.159758776590687
2019-11-08,1.373573130402845
2019-11-07,1.3787400028249905
2019-11-06,1.501382668932266
2019-11-05,1.8442054620885378
2019-11-04,1.7161812428219476
2019-11-01,2.3128952180495532
2019-10-31,1.037644881886128
2019-10-30,1.257625337868723
2019-10-29,0.9312671534319649
2019-10-25,1.000476183078541
2019-10-24,1.1465600735965615
2019-10-23,1.0052122934969523
2019-10-22,1.023020054632085
2019-10-21,1.1652475005057132
2019-10-18,1.2092764978795896
2019-10-17,1.5217838520569864
2019-10-16,1.2804032683535485
2019-10-15,1.6615802822535783
2019-10-14,1.2103256117046008
2019-10-11,1.1853109254559409
2019-10-10,1.4777085409674948
2019-10-09,1.2391668002146334
2019-10-08,1.427885555590229
2019-10-07,1.7559619902987913
2019-10-04,2.0208647713615773
2019-10-03,2.0806552784409975
2019-10-02,1.1906752549113422
2019-10-01,1.124214398547599
2019-09-30,1.4408368794549025
2019-09-27,0.9945931243337147
2019-09-26,1.0100407964982316
2019-09-25,1.003476032908713
2019-09-24,1.136070480894729
2019-09-23,1.0447027253034085
2019-09-20,1.1611564168737443
2019-09-19,1.2378217183133853
2019-09-18,1.1726398272276501
2019-09-17,1.2393656372514217
2019-09-13,1.3959161229045995
2019-09-12,1.6384752022741638
2019-09-11,1.814965894821923
2019-09-10,1.7189432520474257
2019-09-06,1.9122630515489722
2019-09-05,2.340420102574915
2019-09-04,2.9937718380012304
2019-09-03,2.2959685875537508
2019-08-30,1.3814186484104134
2019-08-29,1.4216205117258476
2019-08-28,1.7916234044445967
2019-08-27,1.6636979582232359
2019-08-26,1.5029449179885135
2019-08-23,1.5684816905146088
2019-08-22,1.5894694216050012
2019-08-21,1.4379540698541542
2019-08-20,1.4284278688608256
2019-08-19,1.5833928087344231
2019-08-16,1.8354421654998556
2019-08-15,2.235033129181303
2019-08-14,2.954421538463239
2019-08-13,1.4981483994333302
