Date,FWDN5,FWHS5,FWBRW5,FWG5,FWE5,FWFI5,FWOFI5,FWI5,FWDN1,FWHS1,FWBRW1,FWG1,FWE1,FWFI1,FWOFI1,FWI1,RWDN5,RWHS5,RWBRW5,RWG5,RWE5,RWFI5,RWOFI5,RWI5,RWDN1,RWHS1,RWBRW1,RWG1,RWE1,RWFI1,RWOFI1,RWI1
12/31/21,1.22883,1.12311,1.25016,1.081916082,1.099888872,1.109273553,0.997162879,0.708530599,1.73796,1.83087,1.87548,1.530174562,1.555593821,1.568866754,1.410306489,1.002088348,1.15739,1.05759,1.25016,1.064551954,1.07899904,1.092786277,0.979502178,0.685665743,1.63692,1.80839,1.87547,1.505616144,1.526048934,1.545548486,1.385328623,0.969750145
12/30/21,1.22899,1.12311,1.25079,1.115592247,1.158643075,1.141617337,1.090778145,0.916981677,1.73818,1.83087,1.87561,1.577803404,1.638691012,1.614611185,1.542708347,1.296904685,1.15777,1.05759,1.25079,1.096767577,1.13383701,1.125916504,1.072252402,0.892454408,1.63745,1.80839,1.87561,1.551179314,1.60360732,1.592405198,1.516507035,1.262215301
12/29/21,1.2299,1.12311,1.25141,1.142800687,1.186212345,1.148338124,1.155555344,1.059752545,1.73948,1.83087,1.87574,1.61628482,1.677682757,1.624116523,1.634323975,1.498828248,1.15806,1.05759,1.25141,1.121797843,1.160693131,1.134913581,1.139257987,1.032902075,1.63787,1.80839,1.87574,1.586580097,1.641590445,1.605129935,1.611274312,1.460853116
12/28/21,1.22981,1.12311,1.25203,1.166402336,1.207346148,1.202766881,1.35565917,1.646431994,1.73935,1.83087,1.87587,1.649665083,1.707572697,1.701096152,1.917334635,2.328580189,1.15832,1.05759,1.25203,1.144844199,1.181273334,1.191187121,1.351960463,1.638864637,1.63824,1.80839,1.87586,1.619174998,1.670697419,1.684718677,1.912103483,2.317877531
12/27/21,1.2286,1.10569,1.25265,1.093040835,1.113748701,1.098397768,1.052789314,0.855307582,1.73764,1.83087,1.87599,1.545908511,1.575196043,1.553484925,1.488980018,1.209677835,1.15768,1.05352,1.25265,1.076205103,1.093471693,1.085719087,1.036016981,0.831344578,1.63734,1.80839,1.87599,1.522097415,1.546517882,1.535553223,1.465258587,1.175786502
12/24/21,1.22866,1.10569,1.25326,1.127831203,1.183704571,1.166849327,1.291563494,1.539014666,1.73772,1.83087,1.87612,1.595113194,1.674135964,1.650297271,1.826682897,2.176657811,1.15807,1.05352,1.25326,1.109556685,1.160872796,1.1553866,1.27891755,1.523405865,1.63788,1.80839,1.87612,1.569267193,1.641844549,1.634085318,1.808797497,2.154581986
12/23/21,1.22772,1.10569,1.25386,1.065438731,1.101561903,1.103930083,1.05259684,0.955292605,1.73639,1.83087,1.87625,1.506870329,1.557960021,1.561309384,1.488707797,1.351088562,1.15756,1.05331,1.25386,1.050675957,1.082979882,1.091260509,1.037457876,0.934186278,1.63716,1.80839,1.87625,1.485991056,1.531679115,1.543390563,1.467296473,1.32123748
12/22/21,1.2275,1.10569,1.25446,1.074975631,1.097378567,1.102971972,1.027386636,0.793535496,1.73608,1.83087,1.87637,1.52035855,1.552043449,1.559954308,1.453052525,1.122312395,1.15773,1.05331,1.25446,1.060342201,1.079521432,1.091026822,1.016726421,0.78052663,1.6374,1.80839,1.87637,1.49966221,1.526787762,1.543060055,1.437975579,1.103913708
12/21/21,1.22751,1.10569,1.25506,1.108585311,1.157002574,1.125995693,1.149608308,1.105929914,1.73609,1.83087,1.8765,1.567893361,1.63637082,1.592517196,1.625912968,1.564137782,1.15811,1.05331,1.25506,1.092598412,1.135835422,1.114609642,1.137140207,1.098653495,1.63794,1.80839,1.87649,1.545282785,1.606433712,1.576413687,1.608279095,1.553846604
12/20/21,1.22736,1.10569,1.25781,1.120724894,1.156687536,1.18035749,1.345864922,1.648865829,1.73587,1.83087,1.87662,1.585062606,1.635925256,1.669402124,1.903482443,2.332022408,1.15827,1.05331,1.25861,1.103775689,1.134442991,1.16812804,1.318761685,1.618640351,1.63817,1.80839,1.87662,1.56109102,1.604464371,1.652105779,1.865149818,2.289273938
12/17/21,1.22618,1.10487,1.26146,1.038653791,1.0569828,1.08490913,0.970408331,0.704741315,1.73421,1.83087,1.87674,1.468987878,1.494910946,1.534407686,1.372467022,0.99672909,1.15759,1.05215,1.26175,1.025394271,1.039250867,1.073557605,0.96660662,0.694546907,1.63721,1.80839,1.87674,1.450234686,1.469832333,1.518353008,1.367090188,0.982310944
12/16/21,1.22617,1.10487,1.2636,1.069945105,1.105776143,1.108411998,1.046215718,0.829938575,1.73419,1.83087,1.87686,1.51324378,1.563920301,1.567648241,1.479682856,1.173797964,1.15797,1.05215,1.2636,1.055469145,1.086396768,1.096986415,1.041374142,0.827602375,1.63773,1.80839,1.87686,1.492770153,1.536511681,1.551488821,1.472835322,1.170493832
12/15/21,1.22616,1.10487,1.26365,1.102322986,1.157823195,1.167375511,1.265107745,1.411866986,1.73418,1.83087,1.87698,1.559036436,1.63753144,1.651041463,1.789266026,1.996830421,1.15834,1.05215,1.26365,1.086658744,1.136689913,1.155962475,1.244229744,1.396810606,1.63826,1.80839,1.87698,1.536882199,1.607642237,1.634899787,1.759737871,1.975535896
12/14/21,1.22538,1.10487,1.26371,1.065295592,1.098309384,1.118798397,1.090905924,0.96363388,1.73308,1.83087,1.8771,1.506667885,1.553359922,1.582337923,1.542889066,1.362885785,1.15805,1.05215,1.26371,1.049541434,1.0778362,1.10559285,1.081092016,0.955307456,1.63785,1.80839,1.8771,1.48438648,1.524404307,1.563661067,1.529009069,1.351109566
12/13/21,1.22523,1.10487,1.26376,1.084387827,1.111459885,1.159222243,1.242251555,1.346857165,1.73287,1.83087,1.88532,1.533670398,1.571958926,1.63951014,1.75694008,1.904885791,1.15831,1.05331,1.26376,1.068169523,1.090214554,1.145646267,1.219320217,1.330958663,1.63822,1.83087,1.8852,1.510732541,1.541911248,1.620309378,1.724507851,1.882400237
12/10/21,1.22498,1.10487,1.26382,1.055661785,1.057171462,1.124713163,1.126468607,1.060182678,1.73252,1.83087,1.90743,1.493042608,1.495177774,1.59070329,1.593186047,1.499436594,1.15812,1.05331,1.26382,1.040360004,1.038649432,1.111234215,1.113002937,1.047945029,1.63795,1.83087,1.90731,1.471401008,1.468981713,1.571639756,1.574141294,1.482128653
12/9/21,1.22509,1.10487,1.26387,1.063848836,1.048632986,1.104570356,1.127221299,1.006069746,1.73266,1.83087,1.92937,1.50462171,1.483101644,1.562214934,1.594250594,1.422903641,1.15829,1.05331,1.26387,1.049291764,1.031558533,1.090624687,1.114852368,1.009016137,1.6382,1.83087,1.92925,1.484033365,1.458952919,1.542491308,1.576756979,1.427070779
12/8/21,1.22503,1.10487,1.26393,1.092231237,1.080206622,1.131478575,1.351400576,1.591282709,1.73258,1.83087,1.95113,1.544763482,1.527756839,1.600271741,1.911311624,2.250581503,1.15863,1.05331,1.26393,1.076364362,1.06094805,1.112321577,1.311188118,1.565122514,1.63867,1.83087,1.95101,1.522322658,1.500519073,1.573177633,1.854438377,2.213582639
12/7/21,1.22415,1.10487,1.26398,1.043561711,1.004970077,1.096499346,1.355226358,1.740653748,1.73133,1.83087,1.9714,1.475929242,1.421348359,1.55079995,1.9167225,2.461839813,1.15827,1.05331,1.26398,1.029369324,0.988219892,1.074986777,1.30754936,1.708837308,1.63816,1.83087,1.9714,1.455856679,1.397658252,1.520374312,1.849292012,2.416841215
12/6/21,1.22281,1.10487,1.26403,0.938123606,0.884465856,0.937699833,0.92392534,0.875269802,1.72945,1.83087,1.97279,1.326806119,1.250916939,1.326206768,1.306725241,1.237910784,1.15749,1.05331,1.26403,0.927490437,0.871155554,0.909447184,0.897809674,0.858746872,1.63706,1.83087,1.97278,1.311767425,1.232091925,1.286248507,1.269789355,1.214542089
12/2/21,1.22284,1.10487,1.26409,0.956886643,0.892303041,0.989382821,1.166771258,1.535943958,1.72949,1.83087,1.97416,1.35334304,1.262001219,1.399303005,1.650186856,2.172314851,1.1578,1.05331,1.26409,0.945681749,0.879468156,0.960627314,1.115156883,1.494602703,1.63749,1.83087,1.97415,1.337495744,1.243848596,1.358633542,1.577187661,2.113845125
12/1/21,1.22213,1.10487,1.26414,0.852985208,0.770223489,0.853403858,0.678657894,0.495484635,1.72849,1.83087,1.97552,1.206393258,1.089341779,1.206985362,0.95983881,0.700773375,1.15719,1.05331,1.26414,0.84549873,0.762080013,0.825869916,0.665031234,0.458648588,1.63664,1.83087,1.97551,1.195804988,1.077824305,1.168043583,0.940566365,0.648675451
11/30/21,1.2221,1.10487,1.25227,0.874826024,0.785585986,0.864684755,0.676360494,0.440483328,1.72843,1.83087,1.97687,1.23728314,1.111069252,1.222940151,0.956589555,0.622983976,1.15754,1.05331,1.25227,0.866408819,0.776896402,0.836110995,0.665209792,0.406135464,1.63713,1.83087,1.97686,1.225378527,1.098779407,1.182527736,0.940818904,0.574405137
11/29/21,1.22209,1.10487,1.2528,0.902284102,0.821026806,0.888827609,0.730128858,0.603184613,1.72842,1.83087,1.97821,1.276117624,1.16119388,1.257085849,1.032635177,0.853095509,1.15792,1.05331,1.2528,0.892650188,0.810408443,0.859499786,0.715309375,0.570344661,1.63766,1.83087,1.9782,1.262492196,1.146176127,1.215606949,1.0116757,0.806649338
11/26/21,1.22268,1.10487,1.25332,0.917838788,0.820470594,0.893591057,0.715628528,0.531063958,1.72925,1.83087,1.97954,1.298116914,1.160407218,1.263822885,1.012127083,0.75109389,1.15821,1.05331,1.25332,0.90845317,0.812081284,0.871424279,0.705675916,0.504782114,1.63808,1.83087,1.97953,1.284842654,1.148542057,1.232471987,0.998050915,0.713922977
11/25/21,1.22259,1.10487,1.25384,0.93899563,0.830458895,0.909166557,0.69898133,0.391590345,1.72914,1.83087,1.98086,1.328039439,1.174533864,1.285851611,0.988582635,0.553833697,1.15853,1.05331,1.25384,0.928061989,0.820371379,0.885501441,0.691410198,0.355148232,1.63853,1.83087,1.98085,1.312575782,1.160266896,1.252381586,0.977874637,0.502292922
11/24/21,1.2227,1.10487,1.25435,0.968940209,0.877317178,0.939679728,0.746943672,0.506142888,1.72929,1.83087,1.98217,1.370390629,1.240806427,1.329006972,1.056416689,0.715847546,1.15892,1.05331,1.25435,0.957035728,0.865549064,0.917246506,0.73999057,0.477822579,1.63908,1.83087,1.98216,1.353553893,1.224162559,1.297279238,1.046582784,0.675793592
11/23/21,1.22287,1.10487,1.25487,0.993671775,0.896011319,0.962836977,0.754825886,0.429592916,1.72953,1.83087,1.98346,1.405368954,1.267245907,1.36175871,1.067564655,0.607581459,1.15925,1.05331,1.25487,0.98091782,0.88333493,0.942346691,0.750429928,0.396705588,1.63956,1.83087,1.98346,1.387330791,1.249317448,1.332778908,1.061347368,0.561068284
11/22/21,1.2229,1.10487,1.25609,1.024326336,0.938790463,0.996638548,0.796518519,0.475753466,1.72957,1.83087,1.98475,1.448724285,1.327749267,1.409564917,1.126531341,0.672867205,1.15964,1.05331,1.25713,1.010733377,0.925596595,0.977029072,0.794513262,0.44817195,1.6401,1.83087,1.98474,1.429499503,1.309088928,1.381830862,1.123695268,0.633858142
11/19/21,1.22318,1.10487,1.25922,1.05469523,0.980076177,1.028840811,0.84156638,0.512744346,1.72996,1.83087,1.98564,1.491675591,1.38614044,1.455109192,1.190243391,0.725184114,1.16002,1.05331,1.25983,1.040950622,0.966459125,1.01212285,0.840818608,0.494238794,1.64063,1.83087,1.98564,1.47223633,1.366881584,1.431464661,1.189185803,0.699011357
11/18/21,1.22331,1.10487,1.26233,1.087163523,1.029926433,1.062837941,0.899656264,0.604083349,1.73015,1.83087,1.98606,1.537596117,1.456644608,1.503191982,1.272401023,0.854366608,1.1604,1.05331,1.2625,1.07282832,1.014706914,1.047590979,0.898658695,0.58888643,1.64118,1.83087,1.98606,1.517321566,1.435119353,1.481627913,1.270990142,0.832873317
11/17/21,1.2233,1.10487,1.2636,1.119359649,1.073645805,1.088966109,0.951707418,0.670531648,1.73013,1.83087,1.98648,1.583131713,1.518477751,1.540145548,1.346017963,0.948345706,1.16078,1.05331,1.2636,1.104403483,1.057525357,1.07441498,0.950961151,0.662246683,1.64171,1.83087,1.98648,1.561978922,1.495678293,1.51956561,1.344962504,0.936628122
11/16/21,1.2233,1.10487,1.26365,1.154479324,1.135615262,1.127327474,1.078391542,1.012152771,1.73014,1.83087,1.9869,1.632802139,1.606122336,1.59440076,1.525189737,1.43150698,1.16117,1.05331,1.26365,1.138825262,1.11874539,1.113614107,1.067752116,0.99702286,1.64226,1.83087,1.98689,1.6106623,1.582262955,1.575005683,1.510142194,1.410108457
11/15/21,1.22302,1.10487,1.2637,1.165311436,1.127255031,1.159471396,1.146131842,1.202157375,1.72974,1.83087,1.98731,1.648122202,1.594298302,1.639862521,1.620996136,1.700234116,1.1613,1.05331,1.2637,1.14906264,1.10981692,1.146502387,1.128695831,1.171606786,1.64245,1.83087,1.98731,1.625141219,1.569635249,1.621520206,1.596336053,1.657025836
11/12/21,1.22247,1.10487,1.26375,1.149574683,1.081955581,1.141893694,0.974977989,0.636172899,1.72896,1.83087,1.98772,1.625865412,1.530230425,1.615002042,1.378929975,0.899751471,1.16116,1.05352,1.26375,1.133513784,1.065381038,1.130870401,0.985999589,0.634597722,1.64226,1.83087,1.98771,1.603150176,1.506788734,1.599411589,1.394518035,0.897523668
11/11/21,1.22306,1.10487,1.26379,1.182839583,1.132348703,1.182015431,1.060906143,0.768936229,1.72979,1.83087,1.98812,1.672912595,1.60150238,1.67174698,1.500459803,1.087521182,1.16155,1.05352,1.26379,1.168063231,1.115698219,1.17368056,1.065990882,0.770406494,1.6428,1.83087,1.98812,1.652014118,1.577953283,1.659958814,1.507651247,1.089600607
11/10/21,1.2231,1.10487,1.26384,1.216689154,1.175163098,1.244271777,1.217409786,1.173033354,1.72986,1.83087,1.98852,1.720786689,1.662055596,1.759797319,1.721805892,1.659043459,1.1619,1.05352,1.26384,1.201673569,1.157339122,1.237994606,1.212806293,1.163247752,1.6433,1.83087,1.98852,1.69954986,1.636846807,1.750919397,1.715295085,1.645203495
11/9/21,1.22263,1.10487,1.26388,1.215165966,1.146174842,1.251429655,1.146649968,0.846099166,1.72919,1.83087,1.98892,1.718632416,1.621056951,1.769920843,1.621728932,1.196654198,1.16187,1.05352,1.26388,1.199607735,1.12839349,1.245712757,1.154358026,0.850955655,1.64325,1.83087,1.98892,1.696628112,1.595908447,1.761835324,1.632630585,1.203522822
11/8/21,1.22261,1.10487,1.26393,1.249131349,1.185140121,1.283916317,1.226285744,0.943485746,1.72916,1.83087,1.98932,1.766670305,1.676166289,1.815867349,1.73435933,1.334389896,1.16221,1.05352,1.26393,1.233307068,1.167118673,1.279763396,1.232281434,0.958896235,1.64374,1.83087,1.98931,1.744289722,1.650678211,1.809993793,1.742839149,1.356185244
11/5/21,1.22267,1.10487,1.26397,1.288934662,1.256387517,1.300586595,1.351418478,1.227533026,1.72924,1.83087,1.98971,1.822964889,1.776932841,1.83944444,1.911336942,1.736123385,1.16261,1.05352,1.26397,1.272702585,1.237424351,1.296585375,1.344103164,1.239764853,1.6443,1.83087,1.98971,1.800007554,1.750112874,1.83378544,1.900990754,1.753423091
11/3/21,1.2227,1.10487,1.26402,1.318493276,1.280954825,1.260294494,1.442191965,1.440408728,1.72929,1.83087,1.9901,1.864770201,1.811678854,1.782458554,2.039719618,2.037197552,1.16287,1.05352,1.26402,1.302423071,1.261453132,1.252388704,1.414714232,1.447775897,1.64467,1.83087,1.99009,1.842041804,1.784097237,1.771277243,2.000857335,2.04761708
