Date,FWDN5,FWHS5,FWBRW5,FWG5,FWE5,FWFI5,FWOFI5,FWI5,FWDN1,FWHS1,FWBRW1,FWG1,FWE1,FWFI1,FWOFI1,FWI1,RWDN5,RWHS5,RWBRW5,RWG5,RWE5,RWFI5,RWOFI5,RWI5,RWDN1,RWHS1,RWBRW1,RWG1,RWE1,RWFI1,RWOFI1,RWI1
12/31/21,1.38809,1.23296,1.25396,1.003684527,1.031983475,1.057382118,0.905814077,0.775808921,1.9632,2.00623,1.87919,1.419530181,1.459553922,1.495475709,1.281110135,1.097241362,1.4145,1.28254,1.25396,1.028780673,1.037886744,1.045744351,0.915367516,0.766138615,2.00055,2.1306,1.87919,1.455024138,1.467903028,1.479016192,1.294621746,1.083564464
12/30/21,1.38805,1.23296,1.25412,1.028016267,1.045366151,1.071849794,0.918817155,0.735060174,1.96315,2.00623,1.87945,1.453943025,1.478481297,1.515937618,1.299500636,1.039609632,1.41471,1.28254,1.25412,1.053602294,1.050631549,1.058412712,0.92726609,0.735405086,2.00085,2.1306,1.87945,1.49012983,1.485928249,1.496933296,1.311450127,1.040097447
12/29/21,1.38804,1.23296,1.25428,1.065409846,1.078084042,1.141897577,1.122482437,1.214201599,1.96313,2.00623,1.8797,1.506829477,1.524754834,1.615007534,1.587548331,1.717268493,1.41493,1.28254,1.25428,1.089959821,1.082699053,1.120714282,1.085141768,1.15125035,2.00117,2.1306,1.8797,1.541550975,1.531281932,1.585047597,1.534736711,1.628235339
12/28/21,1.38786,1.23296,1.25443,1.02556288,1.01474775,1.056249389,0.829535195,0.556910313,1.96287,2.00623,1.87996,1.450473153,1.435177108,1.493873668,1.173227457,0.787648883,1.41498,1.28254,1.25443,1.061192226,1.026427933,1.056113704,0.866092932,0.563762188,2.00123,2.1306,1.87996,1.500864416,1.451696613,1.493681766,1.224931761,0.797339621
12/27/21,1.38789,1.23296,1.25459,1.073479373,1.073018695,1.105600234,0.927248213,0.742942073,1.96292,2.00623,1.8802,1.518242363,1.517590817,1.563671509,1.311424843,1.050757152,1.41523,1.28254,1.25459,1.107110186,1.081543785,1.105547869,0.952418558,0.735132137,2.00159,2.1306,1.8802,1.565807063,1.529648015,1.563597448,1.347023742,1.03971141
12/24/21,1.38784,1.23296,1.25474,1.110325881,1.096268561,1.133115722,0.950144261,0.713986787,1.96284,2.00623,1.88045,1.570355082,1.550473546,1.602587189,1.34380716,1.009805138,1.41544,1.28254,1.25474,1.143531057,1.105248898,1.136644627,0.985437335,0.729149091,2.00189,2.1306,1.88045,1.617317796,1.563174608,1.607578188,1.393722829,1.031249474
12/23/21,1.38783,1.23296,1.25489,1.158441071,1.136204031,1.168299005,0.999846022,0.695274113,1.96283,2.00623,1.8807,1.638405314,1.606955044,1.652347578,1.41410131,0.983339447,1.41567,1.28254,1.25489,1.189256006,1.144539217,1.169824412,1.037886248,0.749185911,2.0022,2.1306,1.8807,1.681987464,1.618743656,1.654504989,1.467902327,1.059587931
12/22/21,1.38784,1.23296,1.25504,1.2234144,1.224793977,1.236361506,1.180080119,0.991523517,1.96285,2.00623,1.88094,1.730298332,1.732249495,1.748609672,1.669009833,1.402330632,1.41592,1.28254,1.25504,1.248596859,1.228895071,1.219582105,1.176716123,1.024330094,2.00257,2.1306,1.88094,1.765914365,1.73804975,1.724878245,1.664252068,1.448729599
12/21/21,1.38856,1.24298,1.25519,1.275356504,1.262789534,1.376021986,1.607430407,1.940402226,1.96387,2.00623,1.88118,1.803761042,1.785987337,1.946134154,2.2734195,2.744347897,1.41613,1.28254,1.25519,1.296939774,1.265484902,1.334385182,1.503258221,1.844184679,2.00285,2.1306,1.88118,1.834286672,1.789799447,1.887246428,2.126086789,2.608265584
12/20/21,1.3879,1.24298,1.25861,1.126868337,1.110164729,1.137647907,1.018488783,0.969897025,1.96294,2.00623,1.88142,1.593751394,1.570127162,1.608997145,1.440468122,1.371743871,1.41584,1.28254,1.26122,1.172659449,1.124144805,1.130570592,1.014524676,0.930690888,2.00245,2.1306,1.88142,1.658514637,1.589899451,1.598987563,1.43486161,1.316293884
12/17/21,1.38813,1.24298,1.26175,1.139086208,1.093104091,1.123550706,0.934250099,0.78497278,1.96326,2.00623,1.88166,1.611031361,1.545997976,1.589059204,1.321327744,1.110201983,1.41599,1.28254,1.26271,1.190873934,1.110926536,1.128672084,0.955895948,0.75079194,2.00267,2.1306,1.88166,1.684275731,1.571204601,1.596302467,1.351941881,1.061859368
