Date,FWDN5,FWHS5,FWBRW5,FWG5,FWE5,FWFI5,FWOFI5,FWI5,FWDN1,FWHS1,FWBRW1,FWG1,FWE1,FWFI1,FWOFI1,FWI1,RWDN5,RWHS5,RWBRW5,RWG5,RWE5,RWFI5,RWOFI5,RWI5,RWDN1,RWHS1,RWBRW1,RWG1,RWE1,RWFI1,RWOFI1,RWI1
12/30/21,1.68022,1.37372,1.3554,1.249596807,1.265068376,1.1478436,1.076346598,1.000126733,2.37636,2.52861,2.17183,1.76732861,1.789210346,1.623417108,1.522297533,1.414498325,1.7146,1.44415,1.3554,1.246037345,1.257678956,1.133227135,1.055086916,0.987086711,2.42499,2.58242,2.17183,1.762294396,1.778759348,1.602744764,1.49222956,1.396055572
12/29/21,1.6802,1.37372,1.35609,1.253528066,1.238285448,1.182335638,1.04566526,0.6750072,2.37634,2.52861,2.17558,1.772888665,1.75133074,1.672199855,1.478904332,0.954675565,1.71477,1.44415,1.36169,1.251504849,1.233386323,1.16259728,1.013465696,0.644853666,2.42523,2.58242,2.17558,1.770027191,1.744401814,1.64428352,1.433363875,0.912028846
12/28/21,1.68022,1.37372,1.36439,1.305357432,1.28816776,1.269130521,1.140736026,0.740217344,2.37636,2.52861,2.17931,1.846191926,1.821880246,1.794955516,1.613364731,1.046903515,1.71507,1.45399,1.36439,1.305880285,1.286825578,1.252122903,1.114474643,0.716080675,2.42565,2.58242,2.17931,1.846931408,1.819981973,1.770901316,1.576222755,1.012766563
12/27/21,1.68022,1.37372,1.36627,1.369785157,1.384859619,1.360398973,1.275197155,0.998431892,2.37637,2.52861,2.18301,1.937313287,1.958633387,1.924038228,1.803535671,1.412101279,1.71539,1.45399,1.36627,1.371962866,1.380243603,1.349203117,1.258473244,0.984665843,2.4261,2.58242,2.18301,1.940393263,1.952104867,1.908203716,1.779882725,1.392631693
12/24/21,1.68035,1.37372,1.3811,1.430833621,1.45212505,1.403050293,1.383875338,1.342599893,2.37655,2.52861,2.18668,2.023655296,2.05376817,1.984360805,1.9572413,1.898864649,1.71568,1.45399,1.3811,1.433635879,1.443474867,1.394721332,1.369660987,1.317219893,2.42652,2.58242,2.18668,2.027618582,2.041534052,1.972580995,1.937137672,1.862969232
12/23/21,1.68016,1.37372,1.38204,1.424194711,1.40912538,1.480399048,1.413588615,1.11601638,2.37629,2.52861,2.19032,2.014265759,1.992952916,2.093756625,1.999265355,1.578403264,1.71578,1.45399,1.38204,1.429112302,1.402974634,1.479487599,1.405276021,1.08962008,2.42665,2.58242,2.19032,2.021220801,1.984253798,2.092467546,1.987508694,1.541070473
12/22/21,1.68014,1.37372,1.38297,1.491849185,1.484378424,1.574210024,1.596533342,1.526682486,2.37625,2.52861,2.19393,2.109950772,2.099384732,2.226435278,2.258007572,2.159216175,1.71608,1.45399,1.38297,1.498637919,1.479748057,1.591682089,1.613546614,1.534993211,2.42708,2.58242,2.19393,2.119552207,2.092835916,2.251146353,2.282069769,2.170970191
12/21/21,1.68008,1.37372,1.3839,1.55802386,1.546359791,1.452098355,1.656737528,2.161196788,2.37618,2.52861,2.19751,2.203542878,2.187046163,2.053730415,2.343155502,3.05662186,1.71635,1.45399,1.3839,1.566170869,1.542567347,1.468042407,1.685962425,2.19599442,2.42747,2.58242,2.19751,2.215065348,2.181682437,2.076280391,2.384488832,3.105836815
12/20/21,1.68001,1.38106,1.38481,1.367911973,1.34810162,1.358388297,1.324786884,1.196288622,2.37608,2.52861,2.20106,1.934664008,1.906645848,1.92119449,1.873671371,1.691933827,1.71591,1.45399,1.38481,1.368327889,1.343483341,1.361272257,1.326859433,1.200965463,2.42685,2.58242,2.20106,1.935252246,1.900114128,1.925273331,1.876602617,1.698548373
12/17/21,1.68024,1.38106,1.38572,1.431961668,1.4197442,1.270188482,1.36664438,1.706862427,2.3764,2.52861,2.20459,2.025250713,2.007971315,1.79645181,1.932871227,2.414048103,1.71622,1.45399,1.38572,1.432416241,1.410712434,1.269296969,1.370751265,1.708291288,2.42728,2.58242,2.20459,2.025893625,1.995197516,1.795190926,1.938679673,2.416068968
12/16/21,1.67974,1.38106,1.38662,1.319027769,1.279097591,1.203968646,1.082661485,0.803553551,2.37569,2.52861,2.20808,1.865526146,1.809052133,1.702795832,1.531228799,1.136481122,1.71603,1.45399,1.38662,1.32098895,1.274127461,1.185664356,1.061503759,0.804297694,2.42702,2.58242,2.20808,1.868299881,1.802022783,1.676907726,1.501305024,1.137533577
12/15/21,1.67988,1.38106,1.38752,1.362990564,1.302770201,1.27510108,1.141850681,0.749329813,2.37588,2.52861,2.21155,1.927703565,1.842532756,1.803399791,1.614941208,1.059791455,1.7163,1.45399,1.38752,1.363630671,1.293294816,1.252394988,1.109143502,0.71450972,2.42739,2.58242,2.21155,1.928608881,1.829131539,1.771286131,1.568682821,1.010544732
12/14/21,1.68035,1.38106,1.38841,1.424677797,1.361957583,1.366498263,1.255606278,0.908006032,2.37656,2.52861,2.27307,2.014948996,1.926242601,1.93266457,1.77582792,1.284210259,1.71659,1.45399,1.38841,1.427530245,1.35559644,1.343507479,1.222152715,0.86808437,2.42781,2.58242,2.36507,2.018983267,1.917245915,1.900148267,1.728513907,1.22774829
12/13/21,1.68061,1.38106,1.38929,1.478254198,1.394507704,1.484646066,1.385430535,0.982869629,2.37691,2.52861,2.27932,2.090723122,1.972278858,2.099763264,1.959440844,1.390091273,1.71686,1.45399,1.38929,1.483554825,1.391326331,1.465963982,1.356513176,0.944997034,2.42818,2.58242,2.3653,2.098219901,1.967779382,2.073340835,1.918542472,1.336527339
12/9/21,1.68073,1.38106,1.39016,1.557571396,1.512253026,1.590900194,1.565408725,1.390209847,2.37709,2.52861,2.28553,2.202902948,2.138808313,2.250040504,2.213987433,1.966200317,1.71718,1.45399,1.39016,1.563483429,1.50412983,1.581581756,1.549647695,1.365873771,2.42864,2.58242,2.36552,2.21126445,2.127319523,2.23686126,2.191696308,1.93178134
12/8/21,1.68062,1.38106,1.39103,1.614670101,1.545450906,1.595893843,1.654556538,1.795501297,2.37693,2.52861,2.29168,2.283658737,2.185760708,2.257103117,2.340070887,2.539411749,1.71741,1.45399,1.39103,1.622298653,1.538559493,1.582524097,1.640286757,1.774029068,2.42897,2.58242,2.36575,2.294447944,2.176014052,2.23819403,2.319888863,2.509043165
12/7/21,1.68001,1.38106,1.39639,1.53665265,1.419141311,1.675714634,1.60096723,1.171003047,2.37607,2.52861,2.29779,2.173317168,2.007118638,2.369995186,2.264278505,1.656171956,1.71723,1.45399,1.39639,1.548395293,1.416906184,1.661304815,1.573165218,1.118993761,2.42871,2.58242,2.36597,2.189925011,2.003957456,2.349615103,2.224957589,1.582614231
12/3/21,1.68025,1.38106,1.3966,1.61485495,1.498721513,1.858478314,1.861061687,1.598408106,2.37641,2.52861,2.30385,2.283920173,2.119670437,2.628481346,2.632135059,2.260659087,1.71754,1.45399,1.3966,1.626705963,1.492008182,1.865002384,1.857978635,1.565140526,2.42914,2.58242,2.36619,2.300681287,2.110175644,2.637708463,2.62777464,2.213608114
12/2/21,1.6813,1.3911,1.3968,1.701899172,1.624008869,1.916218162,2.087456871,2.341637859,2.37789,2.52861,2.30986,2.407028476,2.296866735,2.710143914,2.952330088,3.311823111,1.71786,1.45399,1.3968,1.718429395,1.621981531,1.945270237,2.115921706,2.337061379,2.4296,2.58242,2.3664,2.430407486,2.293999432,2.751232819,2.992588448,3.305350507
