Date,Open,High,Low,Close
9/29/21,"1,547.65","1,547.65","1,547.65","1,547.65"
9/28/21,"1,546.82","1,546.82","1,546.82","1,546.82"
9/27/21,"1,533.05","1,533.05","1,533.05","1,533.05"
9/24/21,"1,532.06","1,532.06","1,532.06","1,532.06"
9/23/21,"1,539.34","1,539.34","1,539.34","1,539.34"
9/22/21,"1,529.02","1,529.02","1,529.02","1,529.02"
9/21/21,"1,530.44","1,530.44","1,530.44","1,530.44"
9/20/21,"1,527.89","1,527.89","1,527.89","1,527.89"
9/17/21,"1,548.51","1,548.51","1,548.51","1,548.51"
9/15/21,"1,555.26","1,555.26","1,555.26","1,555.26"
9/14/21,"1,555.51","1,555.51","1,555.51","1,555.51"
9/13/21,"1,570.13","1,570.13","1,570.13","1,570.13"
9/10/21,"1,575.97","1,575.97","1,575.97","1,575.97"
9/9/21,"1,578.89","1,578.89","1,578.89","1,578.89"
9/8/21,"1,597.63","1,597.63","1,597.63","1,597.63"
9/7/21,"1,583.48","1,583.48","1,583.48","1,583.48"
9/6/21,"1,581.59","1,581.59","1,581.59","1,581.59"
9/3/21,"1,589.19","1,589.19","1,589.19","1,589.19"
9/2/21,"1,582.19","1,582.19","1,582.19","1,582.19"
9/1/21,"1,586.89","1,586.89","1,586.89","1,586.89"
8/30/21,"1,601.38","1,601.38","1,601.38","1,601.38"
8/27/21,"1,590.16","1,590.16","1,590.16","1,590.16"
8/26/21,"1,585.74","1,585.74","1,585.74","1,585.74"
8/25/21,"1,569.80","1,569.80","1,569.80","1,569.80"
8/24/21,"1,553.37","1,553.37","1,553.37","1,553.37"
8/23/21,"1,522.43","1,522.43","1,522.43","1,522.43"
8/20/21,"1,518.03","1,518.03","1,518.03","1,518.03"
8/19/21,"1,514.95","1,514.95","1,514.95","1,514.95"
8/18/21,"1,525.24","1,525.24","1,525.24","1,525.24"
8/17/21,"1,523.59","1,523.59","1,523.59","1,523.59"
8/16/21,"1,502.90","1,502.90","1,502.90","1,502.90"
8/13/21,"1,505.11","1,505.11","1,505.11","1,505.11"
8/12/21,"1,501.97","1,501.97","1,501.97","1,501.97"
8/11/21,"1,504.44","1,504.44","1,504.44","1,504.44"
8/9/21,"1,496.73","1,496.73","1,496.73","1,496.73"
8/6/21,"1,489.80","1,489.80","1,489.80","1,489.80"
8/5/21,"1,495.78","1,495.78","1,495.78","1,495.78"
8/4/21,"1,491.33","1,491.33","1,491.33","1,491.33"
8/3/21,"1,500.26","1,500.26","1,500.26","1,500.26"
8/2/21,"1,493.00","1,493.00","1,493.00","1,493.00"
7/30/21,"1,494.60","1,494.60","1,494.60","1,494.60"
7/29/21,"1,512.93","1,512.93","1,512.93","1,512.93"
7/28/21,"1,515.39","1,515.39","1,515.39","1,515.39"
7/27/21,"1,514.60","1,514.60","1,514.60","1,514.60"
7/26/21,"1,512.53","1,512.53","1,512.53","1,512.53"
7/23/21,"1,523.44","1,523.44","1,523.44","1,523.44"
7/22/21,"1,527.62","1,527.62","1,527.62","1,527.62"
7/21/21,"1,516.52","1,516.52","1,516.52","1,516.52"
7/19/21,"1,519.97","1,519.97","1,519.97","1,519.97"
7/16/21,"1,522.48","1,522.48","1,522.48","1,522.48"
7/15/21,"1,520.82","1,520.82","1,520.82","1,520.82"
7/14/21,"1,512.32","1,512.32","1,512.32","1,512.32"
7/13/21,"1,519.56","1,519.56","1,519.56","1,519.56"
7/12/21,"1,512.89","1,512.89","1,512.89","1,512.89"
7/9/21,"1,520.58","1,520.58","1,520.58","1,520.58"
7/8/21,"1,508.71","1,508.71","1,508.71","1,508.71"
7/7/21,"1,530.15","1,530.15","1,530.15","1,530.15"
7/6/21,"1,531.63","1,531.63","1,531.63","1,531.63"
7/5/21,"1,532.36","1,532.36","1,532.36","1,532.36"
7/2/21,"1,533.35","1,533.35","1,533.35","1,533.35"
7/1/21,"1,534.23","1,534.23","1,534.23","1,534.23"
6/30/21,"1,532.63","1,532.63","1,532.63","1,532.63"
6/29/21,"1,548.31","1,548.31","1,548.31","1,548.31"
6/28/21,"1,544.71","1,544.71","1,544.71","1,544.71"
6/25/21,"1,559.68","1,559.68","1,559.68","1,559.68"
6/24/21,"1,555.71","1,555.71","1,555.71","1,555.71"
6/23/21,"1,564.76","1,564.76","1,564.76","1,564.76"
6/22/21,"1,574.02","1,574.02","1,574.02","1,574.02"
6/21/21,"1,572.24","1,572.24","1,572.24","1,572.24"
6/18/21,"1,589.05","1,589.05","1,589.05","1,589.05"
6/17/21,"1,570.86","1,570.86","1,570.86","1,570.86"
6/16/21,"1,578.32","1,578.32","1,578.32","1,578.32"
6/15/21,"1,581.37","1,581.37","1,581.37","1,581.37"
6/14/21,"1,582.46","1,582.46","1,582.46","1,582.46"
6/11/21,"1,575.16","1,575.16","1,575.16","1,575.16"
6/10/21,"1,579.90","1,579.90","1,579.90","1,579.90"
6/9/21,"1,581.48","1,581.48","1,581.48","1,581.48"
6/8/21,"1,587.96","1,587.96","1,587.96","1,587.96"
6/4/21,"1,578.45","1,578.45","1,578.45","1,578.45"
6/3/21,"1,590.57","1,590.57","1,590.57","1,590.57"
6/2/21,"1,597.94","1,597.94","1,597.94","1,597.94"
6/1/21,"1,585.90","1,585.90","1,585.90","1,585.90"
5/31/21,"1,583.55","1,583.55","1,583.55","1,583.55"
5/28/21,"1,594.44","1,594.44","1,594.44","1,594.44"
5/27/21,"1,593.90","1,593.90","1,593.90","1,593.90"
5/25/21,"1,577.82","1,577.82","1,577.82","1,577.82"
5/24/21,"1,571.82","1,571.82","1,571.82","1,571.82"
5/21/21,"1,562.17","1,562.17","1,562.17","1,562.17"
5/20/21,"1,575.32","1,575.32","1,575.32","1,575.32"
5/19/21,"1,580.52","1,580.52","1,580.52","1,580.52"
5/18/21,"1,591.32","1,591.32","1,591.32","1,591.32"
5/17/21,"1,583.46","1,583.46","1,583.46","1,583.46"
5/12/21,"1,582.52","1,582.52","1,582.52","1,582.52"
5/11/21,"1,577.64","1,577.64","1,577.64","1,577.64"
5/10/21,"1,583.92","1,583.92","1,583.92","1,583.92"
5/7/21,"1,587.45","1,587.45","1,587.45","1,587.45"
5/6/21,"1,578.33","1,578.33","1,578.33","1,578.33"
5/5/21,"1,575.67","1,575.67","1,575.67","1,575.67"
5/4/21,"1,588.25","1,588.25","1,588.25","1,588.25"
5/3/21,"1,590.73","1,590.73","1,590.73","1,590.73"
4/30/21,"1,601.65","1,601.65","1,601.65","1,601.65"
4/28/21,"1,608.50","1,608.50","1,608.50","1,608.50"
4/27/21,"1,606.68","1,606.68","1,606.68","1,606.68"
4/26/21,"1,623.47","1,623.47","1,623.47","1,623.47"
4/23/21,"1,608.43","1,608.43","1,608.43","1,608.43"
4/22/21,"1,607.73","1,607.73","1,607.73","1,607.73"
4/21/21,"1,596.58","1,596.58","1,596.58","1,596.58"
4/20/21,"1,607.57","1,607.57","1,607.57","1,607.57"
4/19/21,"1,600.29","1,600.29","1,600.29","1,600.29"
4/16/21,"1,608.38","1,608.38","1,608.38","1,608.38"
4/15/21,"1,608.25","1,608.25","1,608.25","1,608.25"
4/14/21,"1,598.28","1,598.28","1,598.28","1,598.28"
4/13/21,"1,597.71","1,597.71","1,597.71","1,597.71"
4/12/21,"1,608.42","1,608.42","1,608.42","1,608.42"
4/9/21,"1,612.25","1,612.25","1,612.25","1,612.25"
4/8/21,"1,602.40","1,602.40","1,602.40","1,602.40"
4/7/21,"1,600.59","1,600.59","1,600.59","1,600.59"
4/6/21,"1,578.91","1,578.91","1,578.91","1,578.91"
4/5/21,"1,584.24","1,584.24","1,584.24","1,584.24"
4/2/21,"1,585.35","1,585.35","1,585.35","1,585.35"
4/1/21,"1,582.64","1,582.64","1,582.64","1,582.64"
3/31/21,"1,573.51","1,573.51","1,573.51","1,573.51"
3/30/21,"1,609.19","1,609.19","1,609.19","1,609.19"
3/29/21,"1,611.28","1,611.28","1,611.28","1,611.28"
3/26/21,"1,601.42","1,601.42","1,601.42","1,601.42"
3/25/21,"1,597.73","1,597.73","1,597.73","1,597.73"
3/24/21,"1,602.40","1,602.40","1,602.40","1,602.40"
3/23/21,"1,595.29","1,595.29","1,595.29","1,595.29"
3/22/21,"1,616.73","1,616.73","1,616.73","1,616.73"
3/19/21,"1,626.19","1,626.19","1,626.19","1,626.19"
3/18/21,"1,627.99","1,627.99","1,627.99","1,627.99"
3/17/21,"1,624.97","1,624.97","1,624.97","1,624.97"
3/16/21,"1,623.96","1,623.96","1,623.96","1,623.96"
3/15/21,"1,620.92","1,620.92","1,620.92","1,620.92"
3/12/21,"1,615.69","1,615.69","1,615.69","1,615.69"
3/11/21,"1,629.41","1,629.41","1,629.41","1,629.41"
3/10/21,"1,639.83","1,639.83","1,639.83","1,639.83"
3/9/21,"1,624.78","1,624.78","1,624.78","1,624.78"
3/8/21,"1,611.81","1,611.81","1,611.81","1,611.81"
3/5/21,"1,600.12","1,600.12","1,600.12","1,600.12"
3/4/21,"1,581.26","1,581.26","1,581.26","1,581.26"
3/3/21,"1,588.45","1,588.45","1,588.45","1,588.45"
3/2/21,"1,569.87","1,569.87","1,569.87","1,569.87"
3/1/21,"1,567.14","1,567.14","1,567.14","1,567.14"
2/26/21,"1,577.75","1,577.75","1,577.75","1,577.75"
2/25/21,"1,581.54","1,581.54","1,581.54","1,581.54"
2/24/21,"1,557.55","1,557.55","1,557.55","1,557.55"
2/23/21,"1,565.05","1,565.05","1,565.05","1,565.05"
2/22/21,"1,570.46","1,570.46","1,570.46","1,570.46"
2/19/21,"1,584.93","1,584.93","1,584.93","1,584.93"
2/18/21,"1,575.84","1,575.84","1,575.84","1,575.84"
2/17/21,"1,595.29","1,595.29","1,595.29","1,595.29"
2/16/21,"1,606.14","1,606.14","1,606.14","1,606.14"
2/15/21,"1,608.07","1,608.07","1,608.07","1,608.07"
2/11/21,"1,599.42","1,599.42","1,599.42","1,599.42"
2/10/21,"1,596.85","1,596.85","1,596.85","1,596.85"
2/9/21,"1,586.13","1,586.13","1,586.13","1,586.13"
2/8/21,"1,573.33","1,573.33","1,573.33","1,573.33"
2/5/21,"1,578.63","1,578.63","1,578.63","1,578.63"
2/4/21,"1,584.90","1,584.90","1,584.90","1,584.90"
2/3/21,"1,582.99","1,582.99","1,582.99","1,582.99"
2/2/21,"1,580.49","1,580.49","1,580.49","1,580.49"
1/29/21,"1,566.40","1,566.40","1,566.40","1,566.40"
1/27/21,"1,580.62","1,580.62","1,580.62","1,580.62"
1/26/21,"1,575.31","1,575.31","1,575.31","1,575.31"
1/25/21,"1,576.62","1,576.62","1,576.62","1,576.62"
1/22/21,"1,596.74","1,596.74","1,596.74","1,596.74"
1/21/21,"1,594.80","1,594.80","1,594.80","1,594.80"
1/20/21,"1,601.54","1,601.54","1,601.54","1,601.54"
1/19/21,"1,601.88","1,601.88","1,601.88","1,601.88"
1/18/21,"1,609.52","1,609.52","1,609.52","1,609.52"
1/15/21,"1,627.01","1,627.01","1,627.01","1,627.01"
1/14/21,"1,635.71","1,635.71","1,635.71","1,635.71"
1/13/21,"1,636.69","1,636.69","1,636.69","1,636.69"
1/12/21,"1,612.04","1,612.04","1,612.04","1,612.04"
1/11/21,"1,617.25","1,617.25","1,617.25","1,617.25"
1/8/21,"1,633.19","1,633.19","1,633.19","1,633.19"
1/7/21,"1,602.95","1,602.95","1,602.95","1,602.95"
1/6/21,"1,591.97","1,591.97","1,591.97","1,591.97"
1/5/21,"1,608.35","1,608.35","1,608.35","1,608.35"
1/4/21,"1,602.57","1,602.57","1,602.57","1,602.57"
12/31/20,"1,627.21","1,627.21","1,627.21","1,627.21"
12/30/20,"1,644.41","1,644.41","1,644.41","1,644.41"
12/29/20,"1,634.99","1,634.99","1,634.99","1,634.99"
12/28/20,"1,643.90","1,643.90","1,643.90","1,643.90"
12/24/20,"1,641.17","1,641.17","1,641.17","1,641.17"
12/23/20,"1,647.50","1,647.50","1,647.50","1,647.50"
12/22/20,"1,631.92","1,631.92","1,631.92","1,631.92"
12/21/20,"1,647.89","1,647.89","1,647.89","1,647.89"
12/18/20,"1,652.49","1,652.49","1,652.49","1,652.49"
12/17/20,"1,674.35","1,674.35","1,674.35","1,674.35"
12/16/20,"1,681.41","1,681.41","1,681.41","1,681.41"
12/15/20,"1,674.02","1,674.02","1,674.02","1,674.02"
12/14/20,"1,662.74","1,662.74","1,662.74","1,662.74"
12/11/20,"1,684.58","1,684.58","1,684.58","1,684.58"
12/10/20,"1,654.39","1,654.39","1,654.39","1,654.39"
12/9/20,"1,646.53","1,646.53","1,646.53","1,646.53"
12/8/20,"1,631.70","1,631.70","1,631.70","1,631.70"
12/7/20,"1,622.89","1,622.89","1,622.89","1,622.89"
12/4/20,"1,621.85","1,621.85","1,621.85","1,621.85"
12/3/20,"1,628.26","1,628.26","1,628.26","1,628.26"
12/2/20,"1,598.72","1,598.72","1,598.72","1,598.72"
12/1/20,"1,602.26","1,602.26","1,602.26","1,602.26"
11/30/20,"1,562.71","1,562.71","1,562.71","1,562.71"
11/27/20,"1,607.59","1,607.59","1,607.59","1,607.59"
11/26/20,"1,612.11","1,612.11","1,612.11","1,612.11"
11/25/20,"1,597.58","1,597.58","1,597.58","1,597.58"
11/24/20,"1,578.39","1,578.39","1,578.39","1,578.39"
11/23/20,"1,597.48","1,597.48","1,597.48","1,597.48"
11/20/20,"1,593.75","1,593.75","1,593.75","1,593.75"
11/19/20,"1,583.68","1,583.68","1,583.68","1,583.68"
11/18/20,"1,604.75","1,604.75","1,604.75","1,604.75"
11/17/20,"1,610.15","1,610.15","1,610.15","1,610.15"
11/16/20,"1,599.66","1,599.66","1,599.66","1,599.66"
11/13/20,"1,589.69","1,589.69","1,589.69","1,589.69"
11/12/20,"1,590.78","1,590.78","1,590.78","1,590.78"
11/11/20,"1,570.08","1,570.08","1,570.08","1,570.08"
11/10/20,"1,575.07","1,575.07","1,575.07","1,575.07"
11/9/20,"1,524.32","1,524.32","1,524.32","1,524.32"
11/6/20,"1,519.64","1,519.64","1,519.64","1,519.64"
11/5/20,"1,501.49","1,501.49","1,501.49","1,501.49"
11/4/20,"1,464.61","1,464.61","1,464.61","1,464.61"
11/3/20,"1,461.45","1,461.45","1,461.45","1,461.45"
11/2/20,"1,466.46","1,466.46","1,466.46","1,466.46"
10/30/20,"1,466.89","1,466.89","1,466.89","1,466.89"
10/28/20,"1,495.20","1,495.20","1,495.20","1,495.20"
10/27/20,"1,500.35","1,500.35","1,500.35","1,500.35"
10/26/20,"1,494.61","1,494.61","1,494.61","1,494.61"
10/23/20,"1,494.64","1,494.64","1,494.64","1,494.64"
10/22/20,"1,498.80","1,498.80","1,498.80","1,498.80"
10/21/20,"1,492.40","1,492.40","1,492.40","1,492.40"
10/20/20,"1,510.97","1,510.97","1,510.97","1,510.97"
10/19/20,"1,518.11","1,518.11","1,518.11","1,518.11"
10/16/20,"1,503.84","1,503.84","1,503.84","1,503.84"
10/15/20,"1,513.95","1,513.95","1,513.95","1,513.95"
10/14/20,"1,523.25","1,523.25","1,523.25","1,523.25"
10/13/20,"1,525.20","1,525.20","1,525.20","1,525.20"
10/12/20,"1,518.43","1,518.43","1,518.43","1,518.43"
10/9/20,"1,530.35","1,530.35","1,530.35","1,530.35"
10/8/20,"1,519.43","1,519.43","1,519.43","1,519.43"
10/7/20,"1,489.56","1,489.56","1,489.56","1,489.56"
10/6/20,"1,509.47","1,509.47","1,509.47","1,509.47"
10/5/20,"1,512.43","1,512.43","1,512.43","1,512.43"
10/2/20,"1,500.30","1,500.30","1,500.30","1,500.30"
10/1/20,"1,496.77","1,496.77","1,496.77","1,496.77"
9/30/20,"1,504.82","1,504.82","1,504.82","1,504.82"
9/29/20,"1,503.90","1,503.90","1,503.90","1,503.90"
9/28/20,"1,511.66","1,511.66","1,511.66","1,511.66"
9/25/20,"1,509.14","1,509.14","1,509.14","1,509.14"
9/24/20,"1,500.80","1,500.80","1,500.80","1,500.80"
9/23/20,"1,496.48","1,496.48","1,496.48","1,496.48"
9/22/20,"1,505.78","1,505.78","1,505.78","1,505.78"
9/21/20,"1,499.43","1,499.43","1,499.43","1,499.43"
9/18/20,"1,506.63","1,506.63","1,506.63","1,506.63"
9/17/20,"1,513.07","1,513.07","1,513.07","1,513.07"
9/15/20,"1,531.28","1,531.28","1,531.28","1,531.28"
9/14/20,"1,511.36","1,511.36","1,511.36","1,511.36"
9/11/20,"1,504.85","1,504.85","1,504.85","1,504.85"
9/10/20,"1,490.12","1,490.12","1,490.12","1,490.12"
9/9/20,"1,496.72","1,496.72","1,496.72","1,496.72"
9/8/20,"1,519.32","1,519.32","1,519.32","1,519.32"
9/7/20,"1,516.38","1,516.38","1,516.38","1,516.38"
9/4/20,"1,515.86","1,515.86","1,515.86","1,515.86"
9/3/20,"1,515.40","1,515.40","1,515.40","1,515.40"
9/2/20,"1,537.54","1,537.54","1,537.54","1,537.54"
9/1/20,"1,521.43","1,521.43","1,521.43","1,521.43"
8/28/20,"1,525.21","1,525.21","1,525.21","1,525.21"
8/27/20,"1,554.78","1,554.78","1,554.78","1,554.78"
8/26/20,"1,549.58","1,549.58","1,549.58","1,549.58"
8/25/20,"1,554.96","1,554.96","1,554.96","1,554.96"
8/24/20,"1,568.58","1,568.58","1,568.58","1,568.58"
8/21/20,"1,577.12","1,577.12","1,577.12","1,577.12"
8/19/20,"1,575.38","1,575.38","1,575.38","1,575.38"
8/18/20,"1,577.85","1,577.85","1,577.85","1,577.85"
8/17/20,"1,560.74","1,560.74","1,560.74","1,560.74"
8/14/20,"1,564.59","1,564.59","1,564.59","1,564.59"
8/13/20,"1,576.42","1,576.42","1,576.42","1,576.42"
8/12/20,"1,556.64","1,556.64","1,556.64","1,556.64"
8/11/20,"1,564.74","1,564.74","1,564.74","1,564.74"
8/10/20,"1,571.66","1,571.66","1,571.66","1,571.66"
8/7/20,"1,578.14","1,578.14","1,578.14","1,578.14"
8/6/20,"1,588.57","1,588.57","1,588.57","1,588.57"
8/5/20,"1,568.13","1,568.13","1,568.13","1,568.13"
8/4/20,"1,575.94","1,575.94","1,575.94","1,575.94"
8/3/20,"1,572.61","1,572.61","1,572.61","1,572.61"
7/30/20,"1,603.75","1,603.75","1,603.75","1,603.75"
7/29/20,"1,611.42","1,611.42","1,611.42","1,611.42"
7/28/20,"1,609.94","1,609.94","1,609.94","1,609.94"
7/27/20,"1,591.48","1,591.48","1,591.48","1,591.48"
7/24/20,"1,589.61","1,589.61","1,589.61","1,589.61"
7/23/20,"1,606.42","1,606.42","1,606.42","1,606.42"
7/22/20,"1,586.98","1,586.98","1,586.98","1,586.98"
7/21/20,"1,595.93","1,595.93","1,595.93","1,595.93"
7/20/20,"1,589.45","1,589.45","1,589.45","1,589.45"
7/17/20,"1,596.33","1,596.33","1,596.33","1,596.33"
7/16/20,"1,573.31","1,573.31","1,573.31","1,573.31"
7/15/20,"1,585.56","1,585.56","1,585.56","1,585.56"
7/14/20,"1,598.75","1,598.75","1,598.75","1,598.75"
7/13/20,"1,606.43","1,606.43","1,606.43","1,606.43"
7/10/20,"1,591.84","1,591.84","1,591.84","1,591.84"
7/9/20,"1,583.25","1,583.25","1,583.25","1,583.25"
7/8/20,"1,583.50","1,583.50","1,583.50","1,583.50"
7/7/20,"1,566.72","1,566.72","1,566.72","1,566.72"
7/6/20,"1,576.90","1,576.90","1,576.90","1,576.90"
7/3/20,"1,552.65","1,552.65","1,552.65","1,552.65"
7/2/20,"1,536.28","1,536.28","1,536.28","1,536.28"
7/1/20,"1,514.43","1,514.43","1,514.43","1,514.43"
6/30/20,"1,500.97","1,500.97","1,500.97","1,500.97"
6/29/20,"1,494.43","1,494.43","1,494.43","1,494.43"
6/26/20,"1,488.14","1,488.14","1,488.14","1,488.14"
6/25/20,"1,489.20","1,489.20","1,489.20","1,489.20"
6/24/20,"1,502.63","1,502.63","1,502.63","1,502.63"
6/23/20,"1,507.04","1,507.04","1,507.04","1,507.04"
6/22/20,"1,511.24","1,511.24","1,511.24","1,511.24"
6/19/20,"1,507.26","1,507.26","1,507.26","1,507.26"
6/18/20,"1,504.91","1,504.91","1,504.91","1,504.91"
6/17/20,"1,526.32","1,526.32","1,526.32","1,526.32"
6/16/20,"1,517.71","1,517.71","1,517.71","1,517.71"
6/15/20,"1,498.83","1,498.83","1,498.83","1,498.83"
6/12/20,"1,546.02","1,546.02","1,546.02","1,546.02"
6/11/20,"1,557.25","1,557.25","1,557.25","1,557.25"
6/10/20,"1,575.27","1,575.27","1,575.27","1,575.27"
6/9/20,"1,575.16","1,575.16","1,575.16","1,575.16"
6/5/20,"1,556.33","1,556.33","1,556.33","1,556.33"
6/4/20,"1,561.84","1,561.84","1,561.84","1,561.84"
6/3/20,"1,538.53","1,538.53","1,538.53","1,538.53"
6/2/20,"1,507.69","1,507.69","1,507.69","1,507.69"
6/1/20,"1,490.14","1,490.14","1,490.14","1,490.14"
5/29/20,"1,473.25","1,473.25","1,473.25","1,473.25"
5/28/20,"1,457.50","1,457.50","1,457.50","1,457.50"
5/27/20,"1,451.73","1,451.73","1,451.73","1,451.73"
5/22/20,"1,436.76","1,436.76","1,436.76","1,436.76"
5/21/20,"1,452.11","1,452.11","1,452.11","1,452.11"
5/20/20,"1,435.12","1,435.12","1,435.12","1,435.12"
5/19/20,"1,423.97","1,423.97","1,423.97","1,423.97"
5/18/20,"1,410.16","1,410.16","1,410.16","1,410.16"
5/15/20,"1,403.44","1,403.44","1,403.44","1,403.44"
5/14/20,"1,397.25","1,397.25","1,397.25","1,397.25"
5/13/20,"1,397.13","1,397.13","1,397.13","1,397.13"
5/12/20,"1,379.93","1,379.93","1,379.93","1,379.93"
5/8/20,"1,382.31","1,382.31","1,382.31","1,382.31"
5/6/20,"1,376.93","1,376.93","1,376.93","1,376.93"
5/5/20,"1,389.55","1,389.55","1,389.55","1,389.55"
5/4/20,"1,376.59","1,376.59","1,376.59","1,376.59"
4/30/20,"1,407.78","1,418.42","1,383.96","1,407.78"
4/29/20,"1,380.30","1,380.30","1,380.30","1,380.30"
4/28/20,"1,372.20","1,372.20","1,372.20","1,372.20"
4/27/20,"1,370.16","1,370.16","1,370.16","1,370.16"
4/24/20,"1,369.85","1,369.85","1,369.85","1,369.85"
4/23/20,"1,381.64","1,381.64","1,381.64","1,381.64"
4/22/20,"1,381.89","1,381.89","1,381.89","1,381.89"
4/21/20,"1,381.73","1,381.73","1,381.73","1,381.73"
4/20/20,"1,413.12","1,413.12","1,413.12","1,413.12"
4/17/20,"1,407.34","1,407.34","1,407.34","1,407.34"
4/16/20,"1,386.53","1,386.53","1,386.53","1,386.53"
4/15/20,"1,387.79","1,387.79","1,387.79","1,387.79"
4/14/20,"1,371.66","1,371.66","1,371.66","1,371.66"
4/13/20,"1,356.03","1,356.03","1,356.03","1,356.03"
4/10/20,"1,357.50","1,357.50","1,357.50","1,357.50"
4/9/20,"1,369.76","1,369.76","1,369.76","1,369.76"
4/8/20,"1,361.39","1,361.39","1,361.39","1,361.39"
4/7/20,"1,369.92","1,369.92","1,369.92","1,369.92"
4/6/20,"1,341.69","1,341.69","1,341.69","1,341.69"
4/3/20,"1,330.65","1,330.65","1,330.65","1,330.65"
4/2/20,"1,330.90","1,330.90","1,330.90","1,330.90"
4/1/20,"1,322.66","1,322.66","1,322.66","1,322.66"
3/31/20,"1,350.89","1,350.89","1,350.89","1,350.89"
3/30/20,"1,328.88","1,328.88","1,328.88","1,328.88"
3/27/20,"1,343.09","1,343.09","1,343.09","1,343.09"
3/26/20,"1,328.09","1,328.09","1,328.09","1,328.09"
3/25/20,"1,324.50","1,324.50","1,324.50","1,324.50"
3/24/20,"1,291.14","1,291.14","1,291.14","1,291.14"
